accountId,lineItemId,statementId
490149,4379160,288087
490150,4369789,288088
490151,4385207,288089
490152,3115715,288090
490153,4543863,288091
490154,4383016,288092
490155,4383684,288093
490156,4382503,288094
490157,4543667,288095
490158,4324550,288096
490159,4385728,288097
490160,4373004,288098
490161,4379050,288099
490162,4380313,288100
490163,4387106,288101
490164,4327567,288103
490165,4388927,288105
490166,4385566,288107
490167,4382279,288108
490168,4544445,288109
490169,4332707,288110
490170,4386132,288111
490171,3159375,288112
490172,4373276,288113
490173,4377904,288114
490175,4349129,288115
490176,4365449,288131
490177,4447581,288116
490178,4375430,288117
490179,4543859,288118
490180,4350374,288119
490181,4351742,288120
490182,4374242,288121
490183,4544005,288122
490184,4363662,288123
490185,4385798,288124
490186,4388787,288125
490187,4388855,288126
490188,4543927,288127
490189,4377114,288128
490190,3151130,288129
490191,4360155,288130
490198,4371099,288132
490199,4342009,288133
490200,4381337,288134
490201,4543745,288136
490202,4378809,288138
490203,4544349,288140
490204,4389095,288142
490205,4388292,288144
490206,4543541,288147
490207,4346029,288150
490208,4388975,288152
490209,4327698,288154
490210,4381697,288157
490211,4316093,288160
490213,3149483,288162
490214,4544195,288164
490216,4383577,288167
490217,4544065,288170
490218,4363841,288172
490219,4378482,288174
490220,4378675,288177
490221,4544185,288180
490222,4385439,288182
490223,4385095,288184
490224,4370109,288187
490225,4544371,288190
490226,4381111,288192
490227,4385230,288194
490228,4374794,288197
490229,4373093,288200
490230,4278341,288202
490231,4543628,288204
490232,4369113,288207
490233,4384369,288210
490234,3138831,288212
490235,3151733,288214
490236,4370011,288217
490237,4382824,288220
490238,4219368,288222
490239,4374214,288224
490240,4375783,288227
490241,4386443,288230
490242,4544127,288232
490243,4372676,288234
490244,4358174,288237
490248,4386929,288238
490249,4385070,288241
490250,3157115,288240
490251,4350033,288242
490252,4543613,288244
490253,4373901,288246
490254,4383194,288248
490261,4365480,288252
490262,4497779,288256
490263,4544275,288260
490264,4368328,288264
490265,4544459,288268
490266,3137739,288272
490267,4543876,288276
490268,4376377,288280
490269,3158079,288284
490270,4543841,288288
490271,4375488,288289
490275,4370978,288291
490280,4388229,288294
490281,4387517,288297
490282,4373058,288300
490285,4362371,288302
490286,4239355,288304
490287,4378703,288306
490295,4367977,288308
490296,4543887,288310
490297,4385257,288312
490298,4374321,288314
490300,4380853,288316
490301,4381954,288318
490302,4388901,288320
490304,4385042,288322
490305,4354216,288324
490306,2659402,288326
490307,4377301,288328
490308,4358863,288330
490309,4383638,288332
490310,4384546,288334
490311,4386085,288336
490316,4544071,288337
490317,4388954,288338
490318,4376309,288339
490319,4388704,288341
490320,4381437,288343
490321,4360493,288345
490322,4362700,288347
490323,4361191,288349
490324,4371834,288351
490325,4386718,288353
490329,4388034,288354
490330,4351919,288355
490331,4544221,288356
490332,3154028,288358
490333,4544358,288360
490334,4384588,288362
490344,4379952,288363
490345,2627751,288364
490346,4348196,288365
490348,4343410,288368
490349,2667880,288367
490350,4377622,288370
490352,2600288,288372
490361,2599792,288373
490362,4290359,288374
490363,4543719,288375
490364,4543587,288377
490365,3151219,288379
490366,4385787,288381
490373,4385275,288382
490374,3150340,288383
490375,4385130,288384
490376,4314478,288386
490377,4384980,288388
490378,4387599,288390
490379,4345501,288392
490383,2665466,288393
490384,4357116,288394
490385,4381552,288395
490388,4370342,288729
490389,4358931,288399
490390,4383996,288401
490407,4382204,288405
490412,2593299,288406
490413,4373423,288407
490414,4380839,288408
490415,4382545,288410
490416,4379235,288411
490418,3127189,288414
490419,4388314,288416
490423,4385060,288423
490424,4380281,288430
490425,4544261,288437
490426,4462958,288444
490427,4543577,288451
490428,4544161,288458
490429,4544493,288465
490430,4543865,288471
490431,4544339,288477
490432,4383802,288483
490433,4544441,288489
490434,4385818,288502
490438,4378896,288494
490439,4315766,288495
490440,4388739,288497
490441,4382099,288499
490442,4386077,288501
490443,3152725,288504
490444,4352480,288506
490445,4362744,288512
490446,4543741,288518
490447,4543941,288524
490448,4543903,288530
490449,4544014,288536
490450,4294930,288542
490451,4544254,288549
490452,4544327,288556
490454,4248241,288563
490455,4385389,288570
490456,4544211,288577
490457,4374666,288584
490458,4543607,288591
490459,4386265,288598
490460,4383670,288605
490461,4544279,288612
490462,4544208,288619
490463,4374615,288626
490464,4367451,288633
490465,4377765,288640
490466,4388992,288647
490467,4380665,288654
490468,4335996,288661
490469,4334968,288668
490470,4357912,288675
490471,4544247,288682
490473,4285781,288689
490474,4543891,288696
490478,1330111,288697
490479,4386527,288698
490480,4544447,288699
490481,4372459,288701
490482,4544295,288703
490483,4369936,288705
490484,4380305,288707
490488,4383067,288708
490489,4342645,288709
490490,3159370,288710
490491,4543971,288717
490492,4386914,288724
490493,4383058,288726
490494,4544427,288728
490524,4372548,288735
490525,4353747,288741
490526,4543813,288747
490527,4544391,288753
490528,3153159,288759
490529,3137534,288765
490530,4367586,288771
490531,4544373,288776
490532,4381185,288781
490533,4544047,288786
490534,3122105,288791
490535,4447328,288796
490536,4382702,288801
490537,4379600,288806
490538,4543795,288811
490539,4317814,288816
490540,4543717,288821
490541,4543569,288826
490542,4544189,288832
490543,4543829,288838
490544,4376651,288844
490546,4380202,288850
490547,4543951,288856
490548,4544141,288862
490549,4383148,288868
490550,4371016,288874
490551,4332193,288880
490552,4543984,288886
490553,4543959,288892
490554,4383761,288898
490555,4543727,288904
490556,4543663,288910
490557,4543781,288916
490558,4386765,288922
490559,4544087,288928
490560,4544419,288934
490561,4543937,288940
490562,4544203,288946
490563,4544115,288952
490564,3152956,288958
490566,4543955,288972
490567,4543921,288987
490568,4387167,289002
490569,4544401,289017
490572,4543659,289032
490573,3157933,289047
490574,4543933,289061
490575,4543817,289076
490576,4543783,289091
490577,4544021,289106
490578,4544417,289121
490579,4544143,289136
490580,4543989,289151
491871,3143980,289155
491872,4385970,289159
491873,4544259,289163
491874,4368948,289167
491875,4544255,289170
491876,4385774,289173
491877,4342394,289176
491878,4371865,289179
491879,4386969,289182
491880,4385593,289185
491881,4379652,289188
491882,4362510,289191
491883,4381932,289194
491884,4364898,289197
491885,4383997,289198
491886,4362248,289201
491887,4361792,289204
491888,4370502,289207
491889,4374298,289210
491890,4380107,289211
491891,4385147,289214
491892,4387170,289217
491893,4544323,289220
491894,4344281,289223
491895,4380522,289226
491896,4329474,289229
491897,4361145,289232
491898,4336476,289233
491899,4373166,289234
491900,4386754,289237
491901,4383138,289240
491902,4544273,289243
491903,4388924,289246
492092,4387228,289247
492132,1334912,289271
492133,1334887,289259
492136,4375432,289288
492137,4429470,289314
492139,1335049,289326
492183,1335074,289338
492184,1335107,289350
492186,1335134,289362
492187,1335163,289374
492202,4388938,289386
492204,4351298,289388
492205,4381766,289389
492206,4340842,289390
492208,4377510,289391
492209,4366823,289392
492210,2611716,289393
492211,4375648,289394
492212,4365754,289395
492213,4370125,289396
492221,2665627,289397
492222,4385980,289398
492223,4320781,289399
492224,4378130,289401
492225,4293009,289403
492226,4544449,289405
492227,3148007,289407
492228,4376080,289408
492229,4357589,289409
492231,4543545,289410
492232,4387571,289411
492235,4337281,289412
492236,4365193,289413
492237,4382569,289414
492238,4544231,289416
492239,4385336,289418
492240,4380932,289420
492241,4544159,289422
492245,4366539,289423
492246,3158320,289424
492247,4383289,289425
492248,4370229,289427
492249,4385847,289429
492250,4497721,289431
492251,4384890,289433
492252,4384728,289434
492253,4349387,289435
492254,4387843,289436
492258,4325517,289437
492259,4388479,289438
492260,4373464,289439
492261,4388233,289441
492262,4544289,289443
492263,4384907,289445
492264,4544287,289447
492268,4464634,289448
492269,4451972,289449
492270,4358484,289450
492271,4362098,289452
492272,4379267,289454
492273,4543721,289456
492274,4385966,289458
492281,4355694,289459
492282,4372788,289460
492283,4381258,289461
492284,4376718,289463
492285,3149539,289465
492286,4365869,289467
492287,4370318,289469
492308,1335564,289471
492309,4365326,289473
492310,1335572,289475
492311,2648888,289477
492386,4376095,289478
492387,4336453,289479
492388,3151364,289480
492389,4362562,289482
492390,4384834,289484
492391,4388911,289486
492392,4543553,289488
492396,4543809,289489
492397,4360814,289490
492398,4544389,289491
492399,4544173,289493
492400,3133262,289495
492401,4544201,289497
492402,4543673,289499
492406,4364254,289500
492407,4359751,289501
492408,4366092,289502
492409,4380115,289504
492410,4368884,289506
492411,4381832,289508
492412,4359750,289510
492417,4371178,289511
492418,4386303,289512
492419,4384151,289513
492420,3112418,289515
492421,4383527,289517
492422,4379264,289519
492423,4379283,289521
492428,4543733,289522
492429,3156610,289523
492430,4366712,289524
492431,4544137,289526
492432,4372327,289528
492433,3110111,289530
492434,4341903,289532
492438,4302369,289533
492439,4386802,289534
492440,4386715,289535
492441,4382829,289537
492442,4544069,289539
492443,4371222,289541
492444,4378329,289543
492448,4378196,289544
492449,4544383,289545
492450,4377773,289546
492451,4544011,289548
492452,3101385,289550
492453,3134191,289552
492454,4367458,289554
492458,4368940,289555
492459,4351310,289556
492460,4384711,289557
492461,4388681,289559
492462,4313919,289561
492463,3130359,289563
492464,4386438,289565
492468,4376283,289566
492469,4544151,289567
492470,4376295,289568
492471,4544313,289570
492472,4359239,289572
492473,4285349,289574
492474,4388631,289576
492479,4544309,289577
492480,4387991,289578
492481,4385018,289579
492482,4377560,289581
492483,4447797,289583
492484,3159441,289585
492485,4384280,289587
492489,2598479,289588
492490,3141462,289589
492491,4355738,289590
492492,4543549,289592
492493,4355435,289594
492494,4388075,289596
492495,3122213,289598
492497,4357221,289599
492498,4355877,289600
492499,4497802,289601
492500,4281288,289602
492504,4372114,289603
492505,3148654,289604
492506,4383663,289605
492507,4543963,289607
492508,4544213,289609
492509,3142238,289611
492510,3154354,289613
492514,4358347,289614
492515,4321104,289615
492516,4377072,289616
492517,4387320,289618
492518,3122262,289620
492519,3150366,289622
492520,4376504,289624
492524,4382853,289625
492525,4543879,289626
492526,4373934,289627
492527,4543873,289629
492528,4385817,289631
492529,4380169,289633
492530,4543849,289635
492534,4313297,289636
492535,4376606,289637
492536,4377722,289638
492537,4544335,289640
492538,4383848,289642
492539,4364206,289644
492540,4325590,289646
492545,4347276,289647
492546,4387027,289648
492547,4367050,289649
492548,4543757,289651
492549,4543961,289653
492550,4363179,289655
492551,4544147,289657
492552,4321922,289658
492556,4365356,289659
492557,4369272,289660
492558,4388902,289661
492559,4384851,289663
492560,4375629,289665
492561,4544489,289667
492562,3157191,289669
492563,4369362,289670
492564,4331020,289671
492565,2646784,289672
492566,4544351,289673
492567,4386441,289674
492568,4382129,289675
492569,4379673,289676
492570,2654010,289677
492571,3140671,289678
492572,4388630,289679
492573,4381121,289680
492574,4367305,289681
492575,4385789,289682
492576,4386966,289683
492577,4384282,289684
492581,4374470,289685
492582,4367814,289686
492583,4388971,289687
492584,4387005,289689
492585,4380141,289690
492586,4360720,289692
492587,4310695,289694
492588,4448126,289696
492589,4368834,289697
492590,4382817,289698
492592,4379553,289699
492593,4384309,289700
492594,4385131,289701
492596,4326574,289702
492597,4380955,289703
492598,4350455,289704
492599,4381338,289705
492600,4380229,289706
492601,4387003,289707
492602,4356484,289708
492603,4386728,289710
492604,4385609,289713
492605,4543801,289717
492606,4376708,289718
492607,4387506,289720
492609,4373749,289723
492611,4369180,289724
492612,4362782,289725
492613,4544429,289726
492614,4373736,289727
492615,4369551,289728
492616,4543835,289729
492617,4359719,289730
492618,4543611,289736
492619,4543753,289745
492620,4544179,289754
492621,4543755,289767
492622,4543725,289776
492623,4544155,289786
492624,4376277,289792
492625,4372456,289799
492626,2525164,289802
492627,4349512,289804
492628,4360376,289806
492629,4544453,289813
492630,2667404,289823
492631,4360353,289826
492632,4381003,289828
492633,4380497,289830
492634,4365577,289832
492635,4378171,289833
492636,4368279,289834
492637,4380908,289835
492638,4357655,289836
492678,2595933,289837
492679,4359903,289838
492680,4374172,289839
492681,3145172,289841
492682,4379563,289843
492683,4544091,289845
492684,4374452,289847
492690,2658107,289849
492691,4371139,289851
492692,4383450,289853
492693,4356056,289855
492694,4544165,289857
492695,4497700,289859
492696,4384397,289861
492697,4388139,289863
492698,4368538,289865
492701,4370703,289867
492702,4383618,289869
492703,4543626,289871
492704,4387419,289873
492705,4544467,289875
492706,4381695,289877
492707,4387045,289879
492708,2640159,289881
492709,4328281,289883
492710,2667847,289885
492711,4544301,289887
492712,4544312,289889
492713,2667601,289891
492714,2657846,289893
492715,4383068,289895
492716,4362928,289897
492717,4382065,289899
492718,4377349,289901
492719,2663103,289903
492720,2633631,289905
492721,4365898,289907
492722,4363064,289909
492723,4375056,289911
492724,4386726,289913
492726,4382754,289915
492727,4379747,289917
492728,4386396,289919
492729,4354629,289921
492730,4362302,289923
492731,4382026,289925
492732,4359257,289927
492733,4379636,289929
492734,4544233,289931
492735,4380840,289933
492737,4388615,289935
492738,4384780,289937
492739,4544126,289939
492740,4365690,289941
492741,4372444,289943
492742,2666388,289945
492743,4380546,289947
492744,4387589,289949
492745,4377823,289951
492746,4543472,289953
492747,4315299,289955
492748,1337342,289957
492749,4382496,289959
492750,4355788,289961
492751,4388009,289963
492752,4544397,289965
492753,4332410,289967
492754,4360113,289969
492755,4544109,289971
492756,4544341,289973
492757,4386503,289975
492758,4375926,289977
492761,4374004,289979
492762,4382731,289981
492763,4388326,289983
492764,4340388,289985
492766,4368463,289987
492767,4544343,289989
492768,4374389,289991
492769,4322822,289993
492770,1337478,289995
492771,4331523,289997
492773,4386844,289998
492774,4376262,289999
492775,4387096,290000
492776,4383126,290001
492777,4365456,290002
492778,4374878,290003
492779,4363718,290004
492780,2607963,290005
492781,4544177,290006
492782,4464613,290007
492783,4337795,290008
492784,4388922,290009
492785,1337588,290010
492786,4383957,290011
492787,4373917,290012
492788,2652476,290013
492789,2666264,290014
492790,4373706,290015
492792,4379624,290016
492793,4376179,290017
492794,4383821,290018
492795,1337661,290019
492796,4387312,290020
492797,2579549,290021
492798,4359136,290022
492800,4388830,290023
492801,4377854,290024
492802,4544269,290025
492803,4351228,290026
492804,1337724,290027
492805,4384566,290028
492806,2668031,290029
492807,4381883,290030
492808,4543603,290031
492809,4388150,290032
492810,4279694,290033
492811,4386050,290034
492814,4344824,290035
492815,4380118,290036
492816,4351628,290037
492817,2631537,290038
492818,4386666,290039
492819,4387092,290040
492820,4388908,290041
492821,4363034,290042
492822,4370231,290043
492823,2656815,290044
492824,2615022,290045
492825,4388487,290046
492826,4383902,290047
492827,4543839,290048
492828,4350690,290049
492829,4385270,290050
492830,2664790,290051
492868,4359882,290053
492869,4374121,290055
492870,4379979,290057
492871,4369681,290059
492872,4351582,290061
492873,4543701,290063
492874,4371889,290065
492875,4544007,290067
492876,4374662,290068
492877,4377276,290069
492878,4371157,290070
492879,4543585,290071
492880,4543957,290072
492881,4365786,290073
492882,4379007,290074
492883,4287297,290075
492884,4364905,290076
492885,4384230,290077
492886,4378213,290078
492887,4382357,290079
492890,4381321,290081
492891,4389096,290083
492892,4387742,290085
492893,4544176,290087
492896,4544229,290098
492902,4360419,290099
492903,4388936,290100
492904,4544001,290101
492905,4380139,290103
492906,4447808,290105
492907,4372599,290107
492908,3158606,290109
492915,4384692,290110
492916,4329548,290111
492917,4382887,290112
492918,4384343,290114
492919,4385851,290116
492921,3151919,290118
492922,4388983,290120
492924,4544250,290121
492926,4375069,290122
492927,4447631,290128
492928,4388377,290125
492929,4351444,290127
492930,4544237,290129
492931,4337867,290130
492932,4363973,290135
492934,4338411,290140
492935,4352661,290146
492936,2667563,290247
492937,4378018,290199
492938,4385311,290248
492939,4364619,290249
492940,2634597,290250
492941,4383402,290251
492942,4360623,290252
492943,4375527,290254
492944,3130745,290256
492945,4328322,290257
492946,4388170,290258
492947,4388119,290260
492948,4358742,290262
492949,4381817,290263
492950,4383272,290264
492951,4382271,290266
492952,4360730,290268
492953,4345968,290269
492954,4544193,290270
492955,3154414,290276
492956,4543862,290282
492957,4377809,290288
492958,4543683,290294
492959,4375556,290300
492961,4326209,290306
492962,4386860,290312
492963,3154997,290318
492964,4447391,290324
492965,4543665,290330
492966,4331746,290336
492969,4387915,290337
492970,4301280,290342
492971,4384092,290344
492972,4336385,290346
492973,4364132,290348
492975,4359247,290350
492976,4380362,290352
492977,4543883,290354
492978,4384457,290356
492981,4387655,290358
492982,4363672,290360
492983,4544473,290363
492984,4301567,290366
492986,4372741,290368
492987,4378125,290370
492988,4386738,290373
492989,4379564,290376
492991,4377603,290378
492992,4544461,290380
492993,4320589,290383
492994,4386831,290386
492996,4369227,290388
492997,3147051,290390
492998,3154397,290393
492999,4384300,290396
493001,4385907,290398
493002,4386253,290400
493003,4544163,290403
493004,4544465,290406
493005,4447394,290407
493006,3122706,290409
493007,4543895,290411
493008,4284329,290413
493009,4382390,290415
493010,4544433,290417
493014,4359442,290418
493016,4349278,290421
493017,4377950,290423
493018,4358292,290428
493019,4544325,290425
493020,3159646,290430
493021,4543685,290432
493022,3159094,290434
493023,4544219,290437
493024,4357491,290439
493025,4372400,290441
493026,4360508,290444
493027,4245021,290446
493028,4543872,290448
493029,4386338,290451
493030,4334967,290453
493031,4543947,290455
493034,4387530,290457
493035,3144214,290459
493036,3150212,290461
493038,4544227,290462
493039,4374735,290463
493040,4377238,290464
493041,4385812,290465
493042,4374233,290466
493046,4380096,290469
493047,4274066,290472
493048,4381038,290473
493049,4387593,290474
493050,2659517,290475
493051,4383344,290476
493054,4388496,290479
493055,4386299,290482
493057,4387151,290483
493058,4347522,290484
493059,4378845,290485
493060,4361504,290486
493063,4384918,290489
493064,4543973,290492
493065,4335245,290493
493066,4544153,290494
493067,4387132,290495
493068,4360476,290496
493071,4544217,290499
493072,4383869,290502
493074,4325261,290503
493075,4543632,290514
493076,4387714,290504
493077,2599287,290505
493078,1339217,290506
493081,4341360,290509
493082,4544481,290512
493083,4321899,290515
493084,2635301,290516
493085,4362097,290517
493086,4379862,290518
493089,4311077,290521
493090,4543681,290524
493091,4380080,290526
493092,4333501,290528
493093,4382855,290530
493094,4305229,290532
493095,4376540,290533
493096,4215039,290534
493097,4543759,290535
493098,4373333,290536
493101,4387841,290539
493102,4385307,290542
493103,4359939,290543
493104,4387204,290544
493105,2624277,290545
493106,4363899,290546
493109,4349997,290549
493110,1339442,290552
493111,4389123,290555
493112,4359034,290558
493113,4369139,290561
493114,4385944,290564
493115,4543657,290567
493116,4543747,290570
493117,4374952,290573
493118,3152551,290576
493119,4352764,290579
493121,4355855,290582
493122,4388866,290583
493123,4381386,290584
493124,4361171,290585
493125,4386876,290586
493128,4321047,290589
493129,4387691,290592
493130,2570133,290593
493131,4382302,290594
493132,4344298,290595
493133,4543581,290596
493136,4544395,290599
493137,4544267,290602
493139,4386541,290606
493140,4376934,290610
493141,3150341,290614
493142,4452021,290618
493143,4387905,290622
493144,4369425,290626
493145,3117809,290630
493146,4379650,290634
493147,4381871,290640
493148,4316926,290636
493149,4356922,290637
493150,4334940,290641
493151,4366127,290642
493152,3156935,290643
493155,4447319,290646
493156,4378943,290649
493157,4387481,290653
493158,4337623,290657
493159,4378440,290661
493160,4388592,290665
493161,4334116,290669
493162,4379021,290673
493163,4543751,290677
493164,4362575,290681
493165,4386855,290685
493166,4543615,290689
493167,4365174,290738
493168,1339830,290690
493169,4331737,290691
493170,2666516,290692
493171,4349926,290693
493174,4353673,290696
493175,4387705,290699
493176,4383616,290702
493177,4384633,290705
493178,4301498,290708
493179,4206416,290711
493180,4374323,290714
493181,4368118,290719
493182,4357014,290717
493183,2658387,290718
493184,4379956,290720
493185,4544407,290727
493186,4357487,290723
493189,1339966,290726
493191,4383327,290730
493192,4339546,290733
493193,4544392,290736
493195,2665129,290739
493196,4366339,290740
493197,4379864,290741
493198,4543967,290742
493202,4447323,290743
493203,2614201,290744
493204,4338971,290747
493205,4384463,290746
493206,4386373,290748
493209,4544171,290751
493210,4544123,290757
493211,4544181,290754
493212,4543567,290760
493213,4448113,290763
493214,4384697,290766
493215,4388165,290769
493216,4368214,290772
493217,4342529,290775
493218,4356608,290778
493219,4544182,290781
493221,4544443,290783
493222,4544475,290785
493223,4368574,290787
493224,4349978,290789
493225,4372604,290791
493226,4379823,290793
493227,4388960,290795
493228,3158140,290797
493229,4375898,290799
493230,4316167,290801
493231,4264996,290803
493232,4382219,290805
493233,4335367,290807
493234,4497807,290809
493235,4361934,290811
493236,4386964,290813
493237,4373221,290825
493238,4544103,290837
493239,4544451,290849
493240,4387551,290850
493241,4368780,290862
493242,4349055,290852
493243,4350694,290854
493244,4544113,290856
493245,4380530,290858
493246,4388666,290860
493247,4543468,290865
493249,4386134,290868
493250,4383199,290871
493251,4365141,290874
493252,4376072,290881
493253,4543661,290876
493254,4301852,290878
493255,4383697,290879
493256,4371448,290880
493259,4544139,290884
493260,4365231,290889
493261,4379910,290888
493262,4382386,290892
493263,4544334,290895
493264,4388692,290898
493265,4543644,290901
493266,4380666,290902
493267,4366565,290903
493270,4372813,290904
493272,4379871,290905
493273,4378878,290906
493275,3155423,290907
493277,4543703,290910
493279,4355238,290913
493281,4373594,290915
493283,4237870,290917
493284,4385870,290919
493285,4544059,290922
493286,4544321,290925
493289,4372669,290930
493291,4367189,290928
493292,4378350,290929
493293,4364767,290931
493294,4543985,290938
493295,4544020,290934
493296,3129752,290937
493298,4543945,290945
493299,4355106,290940
493300,4379507,290944
493301,4377991,290948
493302,4544399,290951
493303,4333851,290954
493304,4544336,290957
493305,3155658,290964
493306,4388690,290959
493307,4333695,290961
493308,2666603,290962
493309,4381614,290963
493312,4374789,290967
493313,4357824,290970
493317,4385945,290971
493318,4323081,290972
493319,4543845,290973
493320,3137382,290975
493321,4543511,290977
493323,4462986,290979
493324,4388069,290981
493328,4361098,290984
493330,3156443,291126
493331,4284867,290990
493332,4386245,290993
493333,4243982,290996
493334,4543949,290999
493335,4380867,291005
493336,4361887,291001
493337,4543630,291003
493338,4383374,291004
493339,2645381,291006
493340,4388148,291009
493341,4452939,291012
493342,4332702,291015
493343,2652884,291017
493347,4388724,291018
493348,4388957,291019
493349,4333853,291020
493350,4386194,291021
493351,4378928,291022
493352,4332880,291023
493353,4464552,291024
493354,4384182,291026
493357,4367898,291028
493358,4375420,291031
493360,4366673,291034
493361,4543651,291036
493362,4381060,291038
493366,4369225,291039
493367,4384097,291040
493368,4385228,291041
493369,3159151,291043
493370,4388668,291045
493372,4389084,291050
493373,3152808,291047
493374,4379443,291049
493378,4361113,291051
493379,3127287,291052
493380,3155507,291053
493381,4543899,291055
493382,4295666,291057
493384,4363946,291059
493385,4250913,291061
493386,4354246,291062
493387,4544285,291063
493388,4388355,291064
493389,4381848,291065
493394,1341125,291066
493396,4369053,291069
493397,4384094,291072
493398,4374947,291073
493399,3137958,291074
493400,4377948,291076
493401,4544435,291078
493403,4544469,291080
493404,4354396,291082
493405,4543729,291083
493406,2647651,291084
493407,4388864,291085
493408,4383933,291086
493411,4383087,291089
493412,2659063,291092
493417,4313707,291093
493418,4349175,291094
493419,4387159,291095
493420,4367499,291097
493421,4375439,291099
493423,4544146,291101
493424,4383477,291103
493433,4382856,291105
493435,4385555,291107
493439,4383245,291108
493440,4341869,291109
493441,4357126,291110
493442,4543827,291112
493443,4383052,291114
493445,4374885,291116
493446,4386130,291118
493447,4374748,291121
493449,4544491,291129
493450,4388410,291179
493451,4286412,291135
493452,4377033,291138
493453,4387826,291141
493454,4335694,291144
493455,4383260,291147
493456,3154002,291150
493457,4385108,291153
493458,4360707,291156
493462,2661197,291157
493463,4543803,291158
493464,3158695,291159
493465,4385039,291161
493466,4386990,291163
493468,4381542,291165
493469,3159116,291167
493474,4385127,291168
493475,4380958,291169
493476,4381394,291170
493477,4381486,291172
493478,3144246,291174
493480,4383679,291176
493481,4544463,291178
493485,4377212,291180
493486,4304687,291181
493487,4388895,291182
493488,3159708,291184
493489,4544035,291186
493491,4544051,291188
493492,4353498,291194
493493,4543819,291190
493494,4544000,291198
493495,4381525,291202
493496,4380939,291206
493497,4388766,291210
493498,4544246,291214
493499,4379637,291218
493500,4344554,291222
493501,4343616,291226
493502,4543816,291230
493503,4341788,291234
493504,4368443,291238
493505,4386800,291242
493506,4387203,291246
493507,4373538,291250
493508,4543679,291254
493509,4544119,291258
493510,4544209,291262
493511,2621399,291264
493513,4382489,291267
493514,4544033,291270
493515,4544009,291273
493516,4380741,291276
493517,4385530,291279
493518,4377924,291282
493519,3158872,291285
493520,4360786,291288
493521,4376803,291291
493522,4386585,291294
493523,4382652,291297
493524,4544057,291302
493525,3135327,291300
493526,4447324,291305
493527,4387255,291308
493528,4384333,291310
493529,4371850,291314
493530,3116516,291318
493531,4387955,291322
493532,4381169,291326
493533,4543605,291330
493534,4386254,291332
493535,4447724,291336
493536,3105983,291340
493537,4543913,291344
493538,4382860,291348
493539,4346003,291352
493540,4376810,291354
493541,4358522,291356
493542,4387569,291358
493544,4544363,291360
493545,4375020,291363
493546,4544257,291365
493547,4386436,291367
493548,4377473,291370
493549,4447672,291372
493550,4371079,291374
493551,4543775,291377
493552,4352836,291379
493553,4544117,291381
493554,4543561,291384
493555,4381620,291386
493556,3143196,291388
493557,4364522,291391
493558,4316153,291393
493559,4349463,291395
493561,2661838,291396
493562,2632014,291397
493563,4298191,291398
493566,4381812,291400
493570,4452020,291401
493571,4380961,291402
493573,4387934,291403
493574,4350695,291405
