accountId,lineItemId,statementId
493657,4384684,291474
493658,4376536,291476
493659,4544423,291478
493663,4374677,291480
493664,4380046,291482
493675,4383350,291484
493676,4387828,291486
493677,4543823,291488
493678,4385427,291491
493679,2653673,291493
493680,4370909,291495
493681,4387457,291497
493682,4380088,291499
493683,4385192,291501
493684,4382097,291503
493685,2604567,291505
493707,4377425,291547
493708,4372524,291549
493709,4333085,291551
493710,4372141,291553
493711,4378667,291555
493712,4382666,291557
493713,4544041,291559
493714,4380212,291561
493715,4544235,291566
493717,4544387,291571
493718,2662500,291573
493719,4373541,291575
493720,4383122,291577
493721,4388419,291579
493722,4364080,291581
493723,4377640,291583
493724,4367548,291585
493725,2639917,291587
493726,4544379,291589
493727,4360127,291591
493734,1342582,291596
493735,4340913,291598
493736,1342594,291600
493737,4385199,291602
493742,4544063,291604
493743,1342617,291605
493744,4544197,291607
493747,4351103,291614
493748,4372868,291616
493749,4378964,291618
493750,4388883,291620
493758,4303204,291646
493760,4365489,291654
493761,4371922,291656
493763,4356200,291664
493767,4543715,291667
493769,4311734,291675
493770,4333375,291677
493771,4360093,291680
493773,4366774,291681
493776,4544073,291687
493777,4366194,291688
493778,2664966,291694
493779,4382602,291699
493783,4388031,291809
493784,4387040,291810
493785,1342941,291813
493786,4373542,291814
493795,4387173,291863
493796,4386465,291865
493798,4543669,291868
493799,4388012,291871
493817,1343212,291923
493827,4380037,291962
493833,4384108,291998
493834,2663437,292000
493835,4365092,292003
493837,4339972,292005
493838,4369268,292007
493840,2635621,292010
493845,4373606,292018
493846,4543855,292021
493847,4388783,292025
493848,4377926,292027
493855,4381729,292047
493856,4372338,292049
493857,4348169,292052
493858,2622926,292054
493870,4305131,292075
493871,4544283,292080
493872,4543571,292082
493873,4258666,292090
493874,4544239,292092
493880,4368530,292205
493887,4544133,292165
493889,4388173,292180
493890,4387592,292188
493892,4342174,292203
493925,4497694,292533
493927,4323748,292536
493935,4378661,292547
493942,4544365,292554
493943,4544303,292557
493944,4346885,292559
493945,4543935,292563
493956,4360491,292584
493957,2665644,292586
493958,4355141,292590
493969,4544223,292619
493970,4381558,292621
493972,4388258,292624
493977,4543793,292655
493979,4358148,292658
493980,4382410,292660
493981,4375403,292661
493982,4388700,292663
493983,4346701,292669
493985,4335371,292672
493987,4376926,292671
493988,4543977,292688
493991,4387464,292692
493992,4544354,292707
493994,4343503,292713
493996,4386586,292712
493997,4343835,292717
493998,4373502,292723
493999,4381951,292722
494000,4544191,292737
494004,4544095,292753
494005,4381735,292755
494006,2666338,292758
494007,4342070,292759
494015,4369537,292802
494194,4543767,294687
494195,4370290,294688
494197,4378199,294787
494198,4374031,294786
494219,4386619,294953
494263,4381527,295406
494265,4313966,295407
494266,4378093,295408
494267,4371257,295409
494269,4497719,295410
494270,4544205,295461
494272,4543435,295510
494273,4377735,295561
494293,2660853,295994
494294,4368593,296043
494295,2665603,296044
494298,4361618,296093
494299,4365388,296144
494302,4382795,296147
494304,4544329,296150
494650,4382912,303527
494651,4376447,303539
494652,4389131,303551
494653,4389048,303553
494654,4388252,303557
494655,4388916,303561
494658,4386061,303580
494660,4306698,303593
494663,1369354,303595
494664,4388325,303609
494667,4380648,303611
494668,4544169,303625
494670,2635321,303628
494671,1369416,303627
494672,4543765,303641
494674,4361152,303644
494675,4385167,303643
494676,2627170,303657
494682,2666052,303668
494683,4344812,303669
494686,4380290,303674
494687,4383596,303675
494690,2529959,303680
494691,4386859,303681
494694,4380960,303686
494695,4384843,303687
